episodeID,colorID
EID80,"[2, 5, 13, 15, 16, 17]"
EID81,"[18, 2, 4, 5, 7, 10, 11, 12, 14, 15, 16, 17]"
EID82,"[18, 2, 4, 7, 10, 14, 15]"
EID83,"[18, 2, 4, 5, 7, 10, 11, 12, 14, 15, 16, 17]"
EID84,"[18, 2, 4, 5, 7, 11, 15, 17]"
EID85,"[18, 2, 5, 7, 10, 11, 12, 14, 15, 16, 17]"
EID86,"[18, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID87,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID88,"[18, 2, 4, 7, 11, 12, 13, 14, 15, 16, 17]"
EID89,"[2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID90,"[18, 10, 15]"
EID91,"[2, 4, 5, 10, 11, 14, 15, 16, 17]"
EID92,"[18, 2, 4, 5, 7, 8, 11, 14, 15, 16, 17]"
EID93,"[18, 2, 4, 7, 10, 11, 14, 15, 16, 17]"
EID94,"[18, 2, 4, 5, 7, 10, 11, 12, 14, 15, 16, 17]"
EID95,"[18, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID96,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID97,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID98,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID99,"[18, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID100,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID101,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID102,"[18, 1, 2, 4, 5, 7, 10, 15, 16, 17]"
EID103,"[18, 2, 4, 7, 11, 13, 14, 15, 16, 17]"
EID104,"[18, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID105,"[18, 1, 2, 5, 10, 11, 12, 15, 16]"
EID106,"[18, 2, 5, 10, 11, 13, 15, 16, 17]"
EID107,"[18, 2, 4, 5, 9, 10, 11, 13, 15, 16, 17]"
EID108,"[18, 1, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID109,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID110,"[18, 2, 5, 10, 11, 15, 16]"
EID111,"[18, 1, 2, 4, 5, 10, 11, 13, 15, 16, 17]"
EID112,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID113,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID114,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID115,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID116,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID117,"[18, 2, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID118,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID119,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID120,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID121,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID122,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID123,"[18, 1, 2, 4, 5, 10, 11, 12, 13, 15, 16, 17]"
EID124,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID125,"[18, 2, 5, 10, 11, 15, 16]"
EID126,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID127,"[2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID128,"[18, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 17]"
EID129,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID130,"[18, 2, 4, 5, 10, 11, 13, 15, 16]"
EID131,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID132,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID133,"[18, 2, 5, 10, 13, 15, 16]"
EID134,"[18, 4, 5, 9, 10, 11, 14, 15, 16, 17]"
EID135,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID136,"[18, 1, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID137,"[2, 5, 10, 13, 15, 16]"
EID138,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID139,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID140,"[18, 5, 10, 11, 15, 16]"
EID141,"[18, 1, 2, 4, 5, 7, 10, 11, 15, 16]"
EID142,"[4, 5, 7, 9, 13, 15, 16, 17]"
EID143,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID144,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID145,"[4, 5, 7, 10, 15, 16, 17]"
EID146,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID147,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID148,"[18, 2, 4, 5, 7, 8, 10, 12, 13, 14, 15, 16, 17]"
EID149,"[1, 2, 4, 5, 10, 11, 12, 15, 16]"
EID150,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID151,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID152,"[1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID153,"[18, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 17]"
EID154,"[18, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID155,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID156,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID157,"[18, 2, 10, 11, 13, 15, 16]"
EID158,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID159,"[5, 10, 13, 15, 16]"
EID160,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID161,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID162,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID163,"[1, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID164,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID165,"[18, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID166,"[1, 4, 5, 10, 13, 14, 15, 16, 17]"
EID167,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID168,"[18, 2, 4, 5, 10, 11, 13, 15, 16, 17]"
EID169,"[18, 4, 5, 10, 11, 12, 15, 16]"
EID170,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID171,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID172,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID173,"[18, 1, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID174,"[18, 5, 10, 11, 15, 16, 17]"
EID175,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID176,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID177,"[18, 2, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17]"
EID178,"[18, 2, 4, 5, 7, 10, 11, 13, 15, 16, 17]"
EID179,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID180,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID181,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID182,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID183,"[18, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID184,"[18, 2, 4, 5, 10, 11, 13, 15, 16, 17]"
EID185,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID186,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID187,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID188,"[18, 1, 5, 10, 11, 13, 15, 16]"
EID189,"[18, 2, 4, 5, 9, 10, 11, 12, 13, 15, 16, 17]"
EID190,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID191,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID192,"[18, 1, 4, 5, 10, 11, 13, 15, 16]"
EID193,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID194,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID195,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID196,"[18, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID197,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID198,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID199,"[18, 2, 4, 5, 7, 10, 11, 13, 15, 16, 17]"
EID200,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID201,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID202,[16]
EID203,"[18, 2, 4, 5, 10, 11, 14, 15, 16, 17]"
EID204,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID205,"[18, 5, 10, 11, 15, 16, 17]"
EID206,"[18, 2, 4, 7, 10, 11, 14, 15, 16]"
EID207,"[18, 1, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID208,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID209,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID210,"[18, 2, 4, 5, 10, 11, 15, 16, 17]"
EID211,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID212,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID213,"[18, 2, 4, 5, 10, 11, 15, 16, 17]"
EID214,"[18, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID215,"[18, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID216,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID217,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID218,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID219,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID220,"[18, 1, 2, 4, 5, 10, 11, 13, 14, 15, 16, 17]"
EID221,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID222,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID223,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID224,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID225,"[18, 1, 4, 5, 9, 10, 11, 13, 15, 16]"
EID226,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID227,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID228,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID229,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID230,"[18, 2, 5, 10, 11, 13, 15, 16]"
EID231,"[18, 1, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID232,"[18, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17]"
EID233,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID234,"[18, 2, 4, 5, 10, 11, 14, 15, 16, 17]"
EID235,"[18, 2, 4, 5, 7, 8, 10, 11, 14, 15, 16, 17]"
EID236,"[18, 2, 4, 5, 7, 10, 11, 15, 16, 17]"
EID237,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID238,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID239,"[18, 5, 10, 13, 15, 16, 17]"
EID240,"[18, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID241,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID242,"[18, 2, 4, 5, 10, 11, 13, 15, 16, 17]"
EID243,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID244,"[18, 2, 4, 5, 9, 10, 11, 15, 16, 17]"
EID245,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID246,"[18, 2, 4, 5, 10, 11, 15, 16, 17]"
EID247,"[18, 1, 4, 5, 9, 10, 11, 13, 15, 16]"
EID248,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID249,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID250,"[18, 2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17]"
EID251,"[18, 2, 5, 7, 10, 11, 15, 16, 17]"
EID252,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID253,"[18, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID254,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID255,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID256,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17]"
EID257,"[18, 5, 10, 11, 13, 15]"
EID258,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID259,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID260,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID261,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID262,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID263,"[18, 4, 5, 7, 9, 10, 11, 15, 16, 17]"
EID264,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID265,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID266,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17]"
EID267,"[18, 5, 7, 10, 11, 15, 16, 17]"
EID268,"[18, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID269,"[18, 1, 2, 4, 5, 7, 10, 11, 12, 14, 15, 16, 17]"
EID270,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID271,"[10, 13, 15]"
EID272,"[18, 2, 4, 7, 10, 11, 14, 15, 17]"
EID273,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID274,"[18, 4, 5, 9, 10, 11, 13, 14, 15, 16, 17]"
EID275,"[18, 2, 4, 5, 6, 10, 13, 14, 15, 16, 17]"
EID276,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID277,"[18, 1, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID278,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID279,"[18, 4, 5, 7, 10, 11, 15, 16, 17]"
EID280,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID281,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID282,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID283,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID284,"[18, 5, 10, 11, 13, 15, 16]"
EID285,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID286,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID287,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17]"
EID288,"[18, 4, 10, 11, 13, 14, 15, 16]"
EID289,"[18, 1, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID290,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID291,"[18, 2, 4, 5, 7, 10, 13, 15, 16, 17]"
EID292,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID293,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID294,"[18, 2, 4, 5, 10, 13, 15, 16, 17]"
EID295,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID296,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID297,"[18, 1, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID298,"[2, 5, 10, 11, 12, 13, 15, 16, 17]"
EID299,"[18, 4, 5, 10, 11, 15, 16, 17]"
EID300,"[18, 5, 10, 11, 13, 15, 16]"
EID301,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID302,"[18, 1, 2, 5, 10, 11, 13, 14, 15, 16, 17]"
EID303,"[18, 10, 11, 13, 14, 15]"
EID304,"[18, 1, 2, 4, 7, 9, 10, 11, 13, 14, 15, 17]"
EID305,"[18, 1, 2, 4, 7, 9, 10, 11, 12, 13, 14, 15, 17]"
EID306,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID307,"[18, 1, 2, 4, 7, 10, 11, 13, 14, 15, 17]"
EID308,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID309,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID310,"[18, 4, 10, 11, 12, 14, 15, 17]"
EID311,"[18, 10, 11, 13, 15]"
EID312,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID313,"[18, 1, 9, 10, 11, 13, 14, 15]"
EID314,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID315,"[18, 1, 7, 14, 15, 17]"
EID316,"[18, 1, 4, 5, 10, 13, 15, 16, 17]"
EID317,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID318,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID319,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID320,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17]"
EID321,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID322,"[18, 1, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID323,"[18, 4, 5, 10, 13, 14, 15, 16]"
EID324,"[18, 1, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID325,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID326,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID327,"[18, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID328,"[18, 2, 4, 7, 10, 13, 14, 15, 17]"
EID329,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID330,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID331,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID332,"[18, 5, 10, 13, 15, 16]"
EID333,"[1, 7, 11, 13, 15]"
EID334,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID335,"[18, 1, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
EID336,"[18, 2, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17]"
EID337,"[18, 1, 2, 4, 5, 10, 11, 12, 15, 16]"
EID338,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID339,"[1, 4, 9, 10, 13, 14, 15]"
EID340,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 15, 16]"
EID341,"[18, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID342,"[18, 4, 7, 10, 14, 15]"
EID343,"[18, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
EID344,"[18, 5, 9, 10, 13, 15, 16]"
EID345,"[18, 2, 4, 7, 10, 14, 15, 17]"
EID346,"[18, 2, 4, 5, 7, 10, 13, 14, 15, 16, 17]"
EID347,"[18, 4, 5, 10, 13, 15, 16]"
EID348,"[18, 2, 4, 5, 7, 9, 10, 11, 12, 15, 16, 17]"
EID349,"[18, 1, 9, 10, 15, 16, 17]"
EID350,"[18, 5, 8, 9, 10, 11, 13, 15, 16]"
EID351,"[18, 1, 2, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 17]"
EID352,"[18, 2, 4, 7, 10, 11, 14, 15, 17]"
EID353,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID354,"[18, 2, 4, 10, 11, 13, 14, 15, 17]"
EID355,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID356,"[18, 1, 7, 9, 11, 13, 14, 15]"
EID357,"[18, 2, 4, 7, 9, 10, 11, 14, 15, 17]"
EID358,"[18, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID359,"[18, 2, 4, 7, 10, 11, 14, 15, 17]"
EID360,"[18, 1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17]"
EID361,"[10, 11, 13, 15]"
EID362,"[18, 2, 4, 5, 7, 10, 11, 14, 15, 16, 17]"
